OBJECTID,PWGRID,OWNEDBY,STATUS,Code Name,Portal Destination,Risk Level,ID,X-coord,Y-coord,longitude,latitude
7082,36-476,CS,ACT,sgeaomelron,Contorted Thicket,"You should bring a group, a guide, and a weapon.",11465,7538724.461,477461.1745,-123.062765115,44.947456328000044
7083,36-476,CS,ACT,nreagelomso,Forsaken Jungle,You should bring a group.,12042,7539941.474,477137.6831,-123.05802711399997,44.94667521800005
7084,36-476,CS,ACT,egsoanmorle,Abyssal Stronghold,You should bring a group and a guide.,12101,7539833.454,477076.7923,-123.05843668699998,44.94649889900006
7085,60-476,CS,ACT,oemaorsgnel,Azure Flats,"You should bring a group, a guide, a weapon, and a healer.",12103,7562204.91,477073.3045,-122.972066768,44.94839948200007
7086,60-476,CS,ACT,esnmeoorlag,Lethal Pantry,"You should bring a group, a guide, a weapon, and a healer.",12115,7562290.845,477057.2546,-122.97173309199997,44.94836268900008
7087,36-476,CS,ACT,aeoglsoemrn,Stormy Steppes,You should be fine.,12230,7539641.805,476968.7605,-123.05916334399996,44.94618607100006
7088,60-476,CS,ACT,lmaeronseog,Whispering Shambles,You should bring a group.,12333,7562403.783,476898.0476,-122.97127824799998,44.947935666000035
7089,36-476,CS,ACT,aleergosmon,Forsaken Forest,You might want to bring a friend.,12374,7540004.327,476871.0787,-123.05775186699998,44.94594975100006
7090,36-476,CS,ACT,seeloamgorn,Mystical Sierra,You should bring a group.,12810,7539473.94,476571.7949,-123.05976282399996,44.94508316300005
7091,36-476,CS,ACT,roesolamgne,Verdant Grove,You might want to bring a friend.,12970,7539283.21,476464.1709,-123.06048596099998,44.94477152400003
7092,42-476,CS,ACT,ooglsnerame,Ephemeral Heath,You should bring a group and a guide.,13225,7544600.996,476306.4085,-123.03993758299998,44.94479935800007
7093,42-476,CS,ACT,gamorsnleeo,Magnificent Bunker,"You should bring a group, a guide, a weapon, and a healer.",13262,7545063.365,476289.6572,-123.03815058099997,44.94479328400007
7094,42-476,CS,ACT,rnelmoeagos,Reflective Atoll,This is probably your last adventure.,13287,7545057.672,476272.6988,-123.03817049899999,44.94474630000008
7095,42-476,CS,ACT,nogaoeemlsr,Labyrinthine Tomb,This is probably your last adventure.,13317,7545040.872,476251.9386,-123.03823283699995,44.94468793600004
7096,42-476,CS,ACT,amrolnesoeg,Forbidden Outpost,You should bring a group.,13325,7545035.21,476244.9423,-123.03825384499999,44.944668266000065
7097,42-476,CS,ACT,eoglamoesrn,Pristine Quarry,You should bring a group and a guide.,13449,7544389.315,476166.8622,-123.04073782599994,44.94439852000005
7098,42-476,CS,ACT,georaloemsn,Insidious Meadow,This is probably your last adventure.,13501,7545427.47,476147.0423,-123.03672766399995,44.944433649000075
7099,42-476,CS,ACT,eorsgnoleam,Sandy Garrison,"You should bring a group, a guide, and a weapon.",13612,7544573.353,476094.3018,-123.04001854499995,44.94421545700004
7100,42-476,CS,ACT,maerensgool,Twinkling Falls,You should bring a group and a guide.,13660,7545473.131,476060.7523,-123.03654092999994,44.944201005000025
7101,27-476,CS,ACT,regsemanool,Gritty Terrace,"You should bring a group, a guide, and a weapon.",13698,7530754.457,476042.024,-123.09335805099994,44.942868109000074
7102,30-476,CS,ACT,lnroosaeemg,Lush Sierra,"You should bring a group, a guide, and a weapon.",13704,7534564.047,476037.6713,-123.07865136599997,44.94319059800006
7103,36-476,CS,ACT,ogsemoelran,Humming Archipelago,This is probably your last adventure.,13717,7538865.113,476029.041,-123.06204671599994,44.94354221800006
7104,42-476,CS,ACT,nlosrmgeoae,Haunted Ledge,You might want to bring a friend.,13729,7544948.883,476017.106,-123.03855946299996,44.944036184000026
7105,27-476,CS,ACT,areelnosogm,Moldering Landing,This is probably your last adventure.,13730,7530879.577,476015.6955,-123.09287178999995,44.94280694200006
7106,36-476,CS,ACT,argonlemeos,Nocturnal Monument,"You should bring a group, a guide, a weapon, and a healer.",13738,7538767.418,476010.6283,-123.0624216,44.943483240000035
7107,36-476,CS,ACT,ansrgoeomle,Azure Quarry,You should bring a group and a guide.,13744,7538801.32,476005.3415,-123.06229007899998,44.94347169500003
7108,27-476,CS,ACT,loongsareme,Pulsing Bog,You might want to bring a friend.,13758,7530744.709,475988.8501,-123.09338909099995,44.94272147100003
7109,36-476,CS,ACT,langormeeso,Gargantuan Guild,You should be fine.,13759,7538754.367,475988.0899,-123.06246922099996,44.94342031300005
7110,42-476,CS,ACT,ralgsmneooe,Shimmering Sanctuary,"You should bring a group, a guide, a weapon, and a healer.",13764,7545854.677,475983.2159,-123.03505859399996,44.94402127200004
7111,36-476,CS,ACT,gsoeaemnlro,Spacious Sound,You should be fine.,13772,7538729.043,475978.7257,-123.06256583399994,44.943392438000046
7112,30-476,CS,ACT,sgaeeorlonm,Scorched Obelisk,You should be fine.,13784,7534476.11,475967.2618,-123.078982151,44.94298986600006
7113,27-474,CS,ACT,naremlogeso,Insidious Waterfall,"You should bring a group, a guide, and a weapon.",13821,7530275.589,475936.3232,-123.09519349899995,44.94253615200006
7114,36-474,CS,ACT,mrseoaognel,Crystalline Manor,You might want to bring a friend.,13850,7538561.153,475916.645,-123.06320634199994,44.943207630000074
7115,27-474,CS,ACT,grooamelens,Desolate Dell,You should bring a group and a guide.,13902,7530051.342,475878.7677,-123.09605200799996,44.94235860100008
7116,42-474,CS,ACT,mnogoeesral,Glistening Ranch,You should bring a group and a guide.,14002,7546248.465,475824.062,-123.03351912499994,44.94361880800005
7117,36-474,CS,ACT,eoaonmgeslr,Dismal Frost,You should be fine.,14024,7538278.836,475812.2516,-123.06428338799998,44.94289685500007
7118,33-474,CS,ACT,georlnesoam,Ravaged Peninsula,This is probably your last adventure.,14262,7535292.421,475635.5397,-123.07579009799997,44.942151841000054
7119,51-474,CS,ACT,lsnogearome,Forgotten Dome,You should be fine.,14383,7554930.516,475567.6709,-122.99997172599996,44.94365761300003
7120,33-474,CS,ACT,loeomenarsg,Meandering Trail,You should bring a group.,14416,7535284.28,475555.9823,-123.07581173099999,44.941933015000075
7121,33-474,CS,ACT,oronesmaelg,Rugged Hollow,"You should bring a group, a guide, a weapon, and a healer.",14588,7535253.142,475432.4324,-123.07591671799997,44.941591569000025
7122,33-474,CS,ACT,rnamseglooe,Sinister Burrow,"You should bring a group, a guide, and a weapon.",14828,7535213.566,475256.0223,-123.076047771,44.941104464000034
7123,51-488,CS,ACT,elnamsogero,Bejeweled Fen,You should be fine.,1494,7553394.958,489406.1499,-123.00755833099998,44.98146753700007
7124,51-488,CS,ACT,eangseormlo,Exotic Landing,This is probably your last adventure.,1518,7553495.491,489359.0958,-123.00716432899998,44.981347088000064
7125,51-488,CS,ACT,oarnemgsole,Moaning Hill,This is probably your last adventure.,1534,7553519.928,489306.4951,-123.00706362099999,44.98120495400008
7126,30-488,CS,ACT,oeelogsrnam,Moaning Orchard,"You should bring a group, a guide, and a weapon.",1779,7533189.523,488321.8077,-123.08547552699997,44.976748056000076
7127,54-488,CS,ACT,onlsgemoaer,Cascading Pit,You should be fine.,1792,7557212.14,488291.1906,-122.992679534,44.978734658000064
7128,30-488,CS,ACT,omsenlaeorg,Vibrant Pond,You should be fine.,1800,7533861.395,488274.1444,-123.082874485,44.97667632100007
7129,54-488,CS,ACT,lngemrosoae,Infinite Quarry,This is probably your last adventure.,1815,7557227.577,488215.2923,-122.99261085299997,44.97852787700003
7130,48-488,CS,ACT,enaemrslgoo,Radiant Tundra,You might want to bring a friend.,1842,7552802.448,488070.1063,-123.00968681899997,44.97775411400005
7131,30-488,CS,ACT,eosanorgmle,Decayed Bivouac,You should bring a group.,1858,7533183.218,488023.8127,-123.08546303099996,44.97593052800005
7132,30-488,CS,ACT,aolsgonmree,Hazy Temple,You should bring a group.,1860,7533284.888,488021.0709,-123.08506999199994,44.97593193400007
7133,30-488,CS,ACT,gsealmreono,Frigid Beach,"You should bring a group, a guide, a weapon, and a healer.",1877,7533846.35,487974.4068,-123.08289556899996,44.97585325000006
7134,30-486,CS,ACT,samnelgoore,Whispering Road,You should be fine.,1934,7533835.037,487782.6027,-123.08291557299998,44.97532641300006
7135,30-486,CS,ACT,emroosgalen,Tangled Woods,You should bring a group and a guide.,1935,7533800.918,487779.9012,-123.08304702599997,44.97531601500003
7136,30-486,CS,ACT,aolgsenrmoe,Dusky Fiefdom,This is probably your last adventure.,1937,7533641.287,487771.457,-123.08366255199996,44.97527886600005
7137,48-486,CS,ACT,eooaregslmn,Stony Wetlands,You should bring a group.,1940,7552660.584,487766.1634,-123.01019831499997,44.97690872100003
7138,48-486,CS,ACT,ornameogsel,Radiant Ledge,This is probably your last adventure.,2041,7552518.31,487461.7188,-123.010711319,44.97606191600005
7139,30-486,CS,ACT,eanrolgoems,Cavernous Kingdom,This is probably your last adventure.,2071,7534225.74,487382.5066,-123.08135710099998,44.974263765000046
7140,48-486,CS,ACT,gmenloaerso,Sanguine Dome,"You should bring a group, a guide, and a weapon.",2086,7552530.164,487367.6785,-123.01065423999995,44.97580510000006
7141,33-486,CS,ACT,nrslemoageo,Tangled Ridge,This is probably your last adventure.,2201,7537006.946,487141.7011,-123.07058530399996,44.97384677600007
7142,30-486,CS,ACT,lrenoegsmao,Luxuriant Atoll,You should bring a group and a guide.,2220,7533543.258,487113.564,-123.083959887,44.973466606000045
7143,30-486,CS,ACT,ooleanmsrge,Exquisite Tundra,You should be fine.,2288,7534199.346,486997.3068,-123.08141149,44.97320539800006
7144,48-486,CS,ACT,soreaglnmeo,Tranquil Hedge,You should be fine.,2290,7551893.093,486994.2339,-123.013070116,44.97472692400004
7145,54-486,CS,ACT,emneagrosol,Mirrored Shrine,"You should bring a group, a guide, and a weapon.",2334,7557522.914,486906.5194,-122.99131407199997,44.97496463600004
7146,33-486,CS,ACT,omgaorslene,Thorny Kingdom,You should bring a group and a guide.,2339,7536746.877,486892.8789,-123.07155919299998,44.97314191000004
7147,48-486,CS,ACT,lsemreonoga,Gritty Den,This is probably your last adventure.,2346,7552131.107,486883.7523,-123.01213750099998,44.97444432300006
7148,33-486,CS,ACT,losgeramoen,Rhapsodic Tavern,"You should bring a group, a guide, and a weapon.",2576,7535282.58,486422.7231,-123.07715685399995,44.97172497500003
7149,33-486,CS,ACT,aensegrlmoo,Crumbling Pass,This is probably your last adventure.,2607,7535450.668,486381.3655,-123.07650256299996,44.97162629300004
7150,33-486,CS,ACT,srmeeolgona,Perilous Vale,You should be fine.,2659,7537202.708,486310.5079,-123.069727044,44.971585066000046
7151,33-486,CS,ACT,eogmselnora,Starlit Borough,"You should bring a group, a guide, a weapon, and a healer.",2662,7536940.048,486306.2467,-123.07074097799995,44.97155046600005
7152,33-486,CS,ACT,moreesgalno,Tempestuous Mountain,You should bring a group.,2769,7536412.369,486188.6076,-123.07276452499997,44.97118188200005
7153,33-486,CS,ACT,esmognlaero,Iridescent Frontier,You should bring a group.,2780,7536414.025,486173.165,-123.07275622999998,44.97113968900004
7154,42-484,CS,ACT,eooslmgrnae,Chimerical Frontier,"You should bring a group, a guide, a weapon, and a healer.",3166,7546531.132,485487.6266,-123.03359818899997,44.97013706100006
7155,42-484,CS,ACT,nlgeamsreoo,Glassy Monument,You should be fine.,3176,7546691.587,485472.9462,-123.03297670199998,44.97011061100005
7156,42-484,CS,ACT,oroseamnelg,Blazing Highland,You should bring a group.,3187,7546388.964,485451.5696,-123.03414290199999,44.970025977000034
7157,48-482,CS,ACT,laseognmreo,Lavish Glade,You should be fine.,5904,7550867.568,482057.1854,-123.01643708199998,44.961103725000044
7158,33-480,CS,ACT,mgelrnaoose,Derelict Woods,"You should bring a group, a guide, and a weapon.",7063,7534977.226,480952.521,-123.07766190599995,44.95670124500003
7159,33-480,CS,ACT,selongromae,Forbidden Glade,You should bring a group and a guide.,7262,7534975.152,480751.8973,-123.07764518999994,44.95615103700004
7160,33-480,CS,ACT,onagresomle,Rugged Ranch,This is probably your last adventure.,7289,7534981.133,480742.6457,-123.07762095699997,44.95612619600007
7161,48-478,CS,ACT,orgslenoema,Rustic Oasis,This is probably your last adventure.,8445,7551922.852,479627.2799,-123.012070113,44.95453183500007
7162,48-478,CS,ACT,oegsrenaoml,Haunted Rookery,"You should bring a group, a guide, a weapon, and a healer.",9711,7550022.53,478739.5023,-123.01930065699997,44.95193557400006
7163,45-478,CS,ACT,eorolsgemna,Serpentine Waste,"You should bring a group, a guide, and a weapon.",10012,7548816.017,478465.602,-123.02392594199995,44.951081360000046
7164,39-478,CS,ACT,remnogealos,Sandy Creek,"You should bring a group, a guide, and a weapon.",10406,7541629.654,478151.1165,-123.051633343,44.94960006900004
7165,39-476,CS,ACT,oseegnaroml,Gleaming River,You should bring a group.,10697,7542162.807,477913.7405,-123.04954601799994,44.948995437000065
7166,39-476,CS,ACT,gleosanmore,Humming Catacomb,You should bring a group.,10701,7541739.89,477913.0906,-123.05117871599998,44.94895704100003
7167,39-476,CS,ACT,sealogonrem,Frozen Mire,You should be fine.,10792,7541673.027,477864.4167,-123.05143092099996,44.94881780500003
7168,57-476,CS,ACT,genoerloasm,Ephemeral Stronghold,You should be fine.,10920,7559764.995,477806.0925,-122.98157375499994,44.95020341700007
7170,51-468,CS,ACT,esngeoromal,Ancient Burrow,This is probably your last adventure.,19076,7555394.599,469861.7635,-122.99749898899995,44.928053231000035
7171,39-468,CS,ACT,lageerosomn,Dazzling Chateau,You should be fine.,19213,7541741.431,469666.0358,-123.05016740999997,44.926346885000044
7172,42-468,CS,ACT,aloemrgnoes,Derelict Valley,"You should bring a group, a guide, a weapon, and a healer.",19342,7545089.462,469502.4455,-123.03722669399997,44.92618747900008
7173,48-468,CS,ACT,egrlsooeamn,Titanic Reliquary,This is probably your last adventure.,19377,7550125.671,469420.2953,-123.01778073699995,44.92639435400008
7174,48-468,CS,ACT,mseloornaeg,Nocturnal Crater,"You should bring a group, a guide, a weapon, and a healer.",19378,7551997.474,469420.1381,-123.01055688399998,44.92655367500004
7175,42-468,CS,ACT,ergomnaoels,Monolithic Waste,This is probably your last adventure.,19462,7544891.73,469312.5531,-123.03796675799998,44.925649830000054
7176,42-468,CS,ACT,oognsleeram,Ravaged Mire,This is probably your last adventure.,19491,7544941.812,469289.3868,-123.03777067099998,44.925590630000045
7178,48-468,CS,ACT,lnregeooams,Infinite Tavern,You might want to bring a friend.,19638,7551051.91,469048.6529,-123.01416146399998,44.925454545000036
7180,48-468,CS,ACT,mroglonease,Swollen Gulf,"You should bring a group, a guide, a weapon, and a healer.",19676,7550078.256,468935.2795,-123.01790537,44.92506055400003
7181,42-468,CS,ACT,lngrmeosaoe,Mirrored Necropolis,You should bring a group and a guide.,19695,7546795.689,468927.5817,-123.03057242699998,44.924758171000065
7183,42-468,CS,ACT,noogrlmease,Azure Gulf,You might want to bring a friend.,20069,7546773.979,468278.4409,-123.030577715,44.922976592000055
7184,48-468,CS,ACT,reneagmolso,Dilapidated Village,You should be fine.,20263,7550197.676,468030.8251,-123.01733570899995,44.922591054000065
7185,42-466,CS,ACT,smolneegoar,Lavish Waterfall,"You should bring a group, a guide, a weapon, and a healer.",20321,7546757.537,467932.9298,-123.03059938999996,44.92202791100004
7186,39-466,CS,ACT,rooesmaleng,Resplendent Forge,This is probably your last adventure.,20380,7542121.652,467816.6864,-123.04847484099997,44.92130956600005
7188,39-466,CS,ACT,soegalrenmo,Subterranean Catacomb,"You should bring a group, a guide, a weapon, and a healer.",20419,7543368.368,467746.8563,-123.04365540299995,44.92122587000006
7189,42-464,CS,ACT,nelaseogrom,Nocturnal Pass,"You should bring a group, a guide, and a weapon.",22773,7544567.458,464225.6398,-123.03860112799998,44.91167541100003
7190,39-462,CS,ACT,nolomgsaree,Vibrant Monument,This is probably your last adventure.,23438,7542450.203,463640.0341,-123.04669877899994,44.909887146000074
7191,30-462,CS,ACT,sleemnograo,Golden Fjord,You might want to bring a friend.,23581,7533877.61,463486.0604,-123.07975353399996,44.90871909500004
7192,45-460,CS,ACT,rseoenaogml,Smoldering Domain,You might want to bring a friend.,25145,7549091.149,461817.8501,-123.02085747399997,44.90546256400006
7193,45-460,CS,ACT,alnegemroos,Moldering Flats,This is probably your last adventure.,25996,7546974.507,460917.4491,-123.028914408,44.902812555000025
7194,45-460,CS,ACT,lsgromoneae,Twinkling Barrow,"You should bring a group, a guide, a weapon, and a healer.",26050,7547098.235,460857.3822,-123.02842985199999,44.90265849300005
7195,45-458,CS,ACT,sogmolnerea,Derelict Knoll,"You should bring a group, a guide, and a weapon.",27659,7548228.113,458535.8317,-123.02379129099995,44.896390488000065
7196,45-458,CS,ACT,elrsaeoognm,Frozen Boutique,This is probably your last adventure.,27702,7548102.482,458476.8038,-123.02426876499999,44.89621789000006
7197,36-456,CS,ACT,rgnasoleeom,Hallowed Atoll,You should be fine.,29223,7538125.865,456085.1614,-123.06245773999996,44.88879951000007
7198,36-456,CS,ACT,rnlmoaosege,Heaving Crater,You might want to bring a friend.,29252,7538069.491,456043.6112,-123.06267006899998,44.88868069100005
7199,33-454,CS,ACT,esnmegraloo,Sinister Stronghold,You should bring a group.,29415,7537641.041,455804.627,-123.06429320199999,44.88798820300008
7200,33-454,CS,ACT,elnmsoageor,Smoldering Gulf,This is probably your last adventure.,29747,7537133.282,455389.7838,-123.06620060299997,44.886806646000025
7201,48-454,CS,ACT,lreoaegsnom,Winding Woods,"You should bring a group, a guide, and a weapon.",30580,7552197.23,454373.3369,-123.00798271699995,44.88531728600003
7202,33-454,CS,ACT,lenomsaegor,Thorny Volcano,"You should bring a group, a guide, a weapon, and a healer.",30696,7536235.745,454284.6693,-123.06952639699995,44.88369861000007
7203,48-452,CS,ACT,enaoglosmer,Subterranean Bivouac,You might want to bring a friend.,31411,7550343.436,453609.2044,-123.015040151,44.883064234000074
7204,45-452,CS,ACT,neomgsaleor,Serpentine Landing,You should bring a group.,31786,7548803.207,453222.5965,-123.02093329999997,44.88187262900004
7205,45-452,CS,ACT,mnoserolage,Dreamlike Trail,"You should bring a group, a guide, a weapon, and a healer.",31792,7548387.905,453214.0157,-123.02253379099994,44.88181355200004
7206,42-452,CS,ACT,oegemanrosl,Hallowed Fen,You should bring a group.,31875,7546007.564,453096.1181,-123.03169876399994,44.88128611600007
7207,42-452,CS,ACT,eonemalrosg,Flourishing Geyser,You should be fine.,32343,7545255.209,452448.9485,-123.03452169499997,44.87944710600004
7208,36-450,CS,ACT,ogeeasromln,Tempered Cliff,You should bring a group and a guide.,33599,7539254.347,450897.4488,-123.05747197099998,44.87467481400006
7209,30-450,CS,ACT,agnoleormes,Golden Reef,"You should bring a group, a guide, a weapon, and a healer.",34240,7534639.959,449968.5062,-123.07514955699997,44.87172601700007
7210,30-448,CS,ACT,aoosrmnlgee,Legendary Monolith,"You should bring a group, a guide, a weapon, and a healer.",34482,7533021.382,449674.189,-123.08135372999999,44.87077745400006
7211,36-448,CS,ACT,seorgenmoal,Mirrored Waters,You should be fine.,34487,7539351.403,449667.2602,-123.05694757899994,44.87131051700004
7212,36-448,CS,ACT,looeagrsemn,Malevolent Quarry,"You should bring a group, a guide, a weapon, and a healer.",35076,7539642.337,448651.9728,-123.05570200799997,44.868552220000026
7213,48-446,CS,ACT,osmaegelrno,Serpentine Ravine,"You should bring a group, a guide, a weapon, and a healer.",35878,7550866.783,446874.4528,-123.01221406999997,44.86464438200005
7214,63-494,CS,ACT,mlaengrsoeo,Opulent Palace,You should bring a group and a guide.,318,7565036.052,494605.8284,-122.96320060199997,44.996705503000044
7215,54-492,CS,ACT,enoomrgasel,Roaring Dell,You should bring a group.,772,7557730.321,493162.4675,-122.99125830399998,44.99213391300003
7216,54-492,CS,ACT,enoeslaomgr,Quaint Keep,You should bring a group and a guide.,820,7557722.914,492938.814,-122.99126026699997,44.991520104000074
7217,54-492,CS,ACT,msgaeolrone,Asymmetrical Enclave,You might want to bring a friend.,829,7557719.289,492833.6526,-122.99126173999997,44.99123148000007
7218,54-492,CS,ACT,eaoenmoglsr,Insidious Atoll,You should be fine.,863,7557713.91,492678.1457,-122.99126398899995,44.99080467700003
7219,54-492,CS,ACT,rlaemgooens,Scalding Woods,"You should bring a group, a guide, a weapon, and a healer.",894,7557708.227,492513.8438,-122.99126636399996,44.99035373500004
7220,54-490,CS,ACT,easeongrolm,Enchanted Grove,You should bring a group and a guide.,968,7557678.341,491650.6706,-122.991278965,44.987984674000074
7221,54-490,CS,ACT,eeaonrlmosg,Ancient Archipelago,This is probably your last adventure.,1005,7557635.973,491340.6762,-122.99140570599997,44.98713119000007
7222,33-490,CS,ACT,oolmasrgnee,Drifting Quarry,You might want to bring a friend.,1179,7535217.665,490562.9386,-123.07791797799996,44.98307002300004
7223,33-490,CS,ACT,oengmrosale,Scorched Trail,You should be fine.,1190,7535215.247,490490.7992,-123.07791842299997,44.98287203600006
7224,42-476,CS,ACT,gesoroneaml,Stealthy Garden,You should bring a group.,12967,7544527.191,476465.393,-123.04024180899995,44.94522887100004
7225,51-476,CS,ACT,seameogroln,Shimmering Monument,This is probably your last adventure.,13015,7553427.437,476431.5571,-123.00587777399994,44.94589839400004
7226,51-476,CS,ACT,nsemalgoroe,Subterranean Field,"You should bring a group, a guide, and a weapon.",13020,7553632.318,476429.2795,-123.00508653599996,44.94590957500003
7228,42-476,CS,ACT,nmgerlaeoso,Mirrored Badlands,You should be fine.,13180,7545084.316,476333.3688,-123.038075,44.94491493000004
7229,33-476,CS,ACT,gneeasmloor,Soaring Keep,"You should bring a group, a guide, a weapon, and a healer.",13226,7534962.978,476306.3855,-123.07714446399996,44.94396221200003
7230,42-476,CS,ACT,eanmseoolgr,Murmuring Pasture,You might want to bring a friend.,13248,7544603.75,476296.2467,-123.03992571499998,44.944771736000064
7231,42-476,CS,ACT,onoemalrges,Painted Ward,You might want to bring a friend.,13273,7544428.663,476284.6946,-123.04060023399995,44.94472496600008
7232,42-476,CS,ACT,aloeegrmsno,Portentous Temple,"You should bring a group, a guide, a weapon, and a healer.",13384,7544570.586,476206.3953,-123.04004283699999,44.94452253700007
7233,42-476,CS,ACT,ooaelsnmgre,Eldritch Colosseum,You should be fine.,13665,7546139.669,476058.9098,-123.03396756399997,44.94425331700006
7234,39-476,CS,ACT,onrosgaeelm,Intertwined Boutique,"You should bring a group, a guide, a weapon, and a healer.",13692,7541799.155,476044.2982,-123.05072204399994,44.94383866000004
7235,48-476,CS,ACT,nsmgaeeoorl,Exotic Summit,"You should bring a group, a guide, a weapon, and a healer.",13765,7551615.715,475983.0738,-123.01281824199998,44.94451447700004
7236,51-474,CS,ACT,esornogaelm,Fragrant Knoll,"You should bring a group, a guide, a weapon, and a healer.",13951,7552988.451,475850.6083,-123.00750289499996,44.944268273000034
7237,33-474,CS,ACT,eeasolmrngo,Smoky Crater,This is probably your last adventure.,13952,7537024.081,475850.4242,-123.06913181999994,44.942892183000026
7239,42-474,CS,ACT,nelaomsogre,Drifting Pit,"You should bring a group, a guide, and a weapon.",14155,7544300.261,475705.4708,-123.041025575,44.94312587400003
7240,33-474,CS,ACT,raoognmlese,Arcane Sect,This is probably your last adventure.,14479,7537189.163,475521.9144,-123.06845422499998,44.942005936000044
7243,39-474,CS,ACT,oesnlgoerma,Bizarre Forge,You should bring a group and a guide.,14595,7543723.939,475424.0984,-123.04321618699998,44.942304722000074
7244,39-474,CS,ACT,egsoolmaern,Subterranean Fiefdom,This is probably your last adventure.,14651,7543710.424,475386.4508,-123.04326378199994,44.942200340000056
7246,39-474,CS,ACT,eeonslmagor,Serpentine Desert,This is probably your last adventure.,14678,7543769.721,475368.3455,-123.04303267399996,44.94215582100003
7247,42-474,CS,ACT,agnoesromel,Magnificent Field,You might want to bring a friend.,14712,7543851.017,475343.5243,-123.04271583299999,44.94209478800008
7248,42-474,CS,ACT,rsomgeloean,Intertwined Trail,You should bring a group.,14840,7545134.13,475246.0069,-123.03775079499997,44.94193807600004
7249,45-474,CS,ACT,lenoregasom,Pristine Fort,"You should bring a group, a guide, a weapon, and a healer.",15012,7547959.549,475104.4751,-123.02682669999996,44.94179292300004
7250,42-474,CS,ACT,oeegnamrslo,Brooding Manor,You should bring a group.,15211,7544283.892,474983.8432,-123.04100112099997,44.94114602700006
7251,30-474,CS,ACT,lnegsmoroae,Exquisite Necropolis,You might want to bring a friend.,15262,7533512.153,474951.7877,-123.08257796199996,44.94012140700005
7252,42-474,CS,ACT,asonmlregoe,Humming Shambles,You should be fine.,15343,7545497.6,474904.4436,-123.03630628299999,44.941032937000045
7253,33-474,CS,ACT,olsonmgreea,Forgotten Vale,You should bring a group and a guide.,15461,7537132.047,474824.5364,-123.06858908999999,44.94008902500008
7254,60-474,CS,ACT,eaomgnoresl,Forbidden Sanctuary,You should be fine.,16036,7562025.932,474360.2566,-122.97243711799996,44.94094609600006
7255,63-474,CS,ACT,seromoanlge,Flourishing Acropolis,This is probably your last adventure.,16214,7565280.466,474210.7992,-122.95985592499994,44.94080878700004
7256,63-474,CS,ACT,nreoelamsog,Forgotten Frontier,You should bring a group and a guide.,16243,7564945.651,474191.7592,-122.96114617999996,44.940728619000026
7257,51-474,CS,ACT,ensmogaeorl,Mysterious Cove,"You should bring a group, a guide, a weapon, and a healer.",16249,7555346.551,474187.3068,-122.99820080499995,44.939908399000046
7258,30-474,CS,ACT,eernaosmglo,Drifting Badlands,"You should bring a group, a guide, a weapon, and a healer.",16346,7533044.713,474141.3091,-123.08428222299995,44.937858418000076
7259,42-472,CS,ACT,oeaelrmgnos,Frigid Sanctum,You should bring a group.,16934,7546277.23,473536.3698,-123.033131084,44.93734925800004
7260,42-472,CS,ACT,lsaeemognor,Bewitched Isle,"You should bring a group, a guide, a weapon, and a healer.",17023,7545589.838,473422.0512,-123.03577055699998,44.93697669800008
7261,48-472,CS,ACT,nosmgreeola,Spacious Falls,"You should bring a group, a guide, and a weapon.",17151,7550511.812,473218.9823,-123.01674734199997,44.936842048000074
7262,54-472,CS,ACT,loregoesanm,Arctic Square,"You should bring a group, a guide, a weapon, and a healer.",17230,7556666.435,473073.8688,-122.99297308299998,44.936967526000046
7264,48-472,CS,ACT,oaesonmelgr,Flourishing Waterfall,"You should bring a group, a guide, a weapon, and a healer.",17532,7550981.299,472556.8488,-123.01485554299995,44.93506680000007
7265,45-472,CS,ACT,oonaelmrgse,Glassy Lake,You should be fine.,17545,7547625.067,472537.4327,-123.02780774699994,44.93472630900004
7266,45-472,CS,ACT,eomorgslane,Baleful Peak,You should bring a group and a guide.,17699,7547448.628,472250.0394,-123.02845404399994,44.933923236000055
7267,48-470,CS,ACT,agoosnemerl,Cavernous Forge,"You should bring a group, a guide, and a weapon.",18104,7550429.875,471708.8048,-123.01688195999998,44.93269465900005
7268,45-470,CS,ACT,ormeneaslgo,Wraithlike Hollow,You should bring a group.,18488,7549516.994,471036.5151,-123.02032443299998,44.93077342300006
7269,39-470,CS,ACT,osnamleorge,Stealthy Volcano,This is probably your last adventure.,18517,7543752.261,470974.5889,-123.04256611299996,44.93010826400007
7270,51-482,CS,ACT,oegnrsolmae,Monolithic Temple,This is probably your last adventure.,5607,7554243.318,482324.8638,-123.00343320099995,44.96212523000003
7271,51-482,CS,ACT,srglooaemne,Volcanic Fjord,You should be fine.,5616,7554423.166,482318.5197,-123.00273791999996,44.96212311800008
7272,51-482,CS,ACT,eralgeonmso,Gritty Grove,"You should bring a group, a guide, a weapon, and a healer.",5631,7554242.49,482301.6932,-123.00343362299998,44.962061633000076
7273,51-482,CS,ACT,marooglnese,Untamed Sect,This is probably your last adventure.,5648,7554459.577,482282.936,-123.00259305299994,44.96202865300006
7274,33-480,CS,ACT,oarosgleenm,Hollow Reliquary,You might want to bring a friend.,6208,7537046.325,481767.2536,-123.06977271199997,44.959115678000046
7275,33-480,CS,ACT,oreloasemgn,Searing Trail,You might want to bring a friend.,6269,7536648.26,481722.7142,-123.071304323,44.95895883500003
