Code Name,Portal Destination,Risk Level,ID,X-coord,Y-coord
ansoeeolgrm,Lurking Prairie,"You should bring a group, a guide, a weapon, and a healer.",11910,7538414.402,477198.5364
snroegaelmo,Warped Temple,You should be fine.,12073,7551696.487,477104.5758
olrgasmonee,Nocturnal Borough,"You should bring a group, a guide, and a weapon.",12209,7563959.959,476987.3488
egsoenorlma,Ephemeral Summit,You should bring a group.,12544,7551939.768,476730.581
aeselgnomor,Lush Crater,This is probably your last adventure.,12643,7554979.493,476670.5463
mlgaosoeenr,Nautical Waters,You should be fine.,12678,7553911.259,476653.7641
ooaglemsren,Enchanted Swamp,"You should bring a group, a guide, a weapon, and a healer.",12720,7542588.47,476627.835
nsomoeraegl,Baleful Oasis,You might want to bring a friend.,12721,7551138.852,476627.6555
geosmaoelnr,Uncharted Pit,"You should bring a group, a guide, a weapon, and a healer.",12784,7551083.371,476588.0305
lmoerosegan,Colossal Catacomb,You should bring a group and a guide.,12844,7545604.641,476551.062
neeogaslrmo,Unforgiving Sound,This is probably your last adventure.,4198,7565657.321,484066.9895
emelaorsgon,Heaving Borough,"You should bring a group, a guide, and a weapon.",4231,7552811.624,484000.5702
greemsoaonl,Dwindling Palace,You should bring a group.,4443,7539847.071,483675.9731
ensmooralge,Swirling Heath,This is probably your last adventure.,4587,7532066.389,483490.2028
lgomeenraos,Hallowed Path,"You should bring a group, a guide, and a weapon.",4996,7558124.935,483063.5482
olmearegnos,Precarious Waterfall,"You should bring a group, a guide, and a weapon.",5010,7540606.167,483047.9094
nsrgolaoeme,Crumbling Bivouac,You should bring a group.,5060,7534986.395,482976.9944
gmlernoseoa,Bubbling Forge,You should bring a group and a guide.,5207,7558228.637,482852.8819
msnogoareel,Lush Hedge,This is probably your last adventure.,5213,7540413.409,482849.0869
emlsergnooa,Foggy Pass,You might want to bring a friend.,5276,7534433.788,482791.3684
learoomgsen,Inverted Jungle,You should be fine.,5477,7536767.085,482488.4875
moosngearle,Legendary Fjord,"You should bring a group, a guide, a weapon, and a healer.",5495,7531928.385,482476.7493
mnesoaloreg,Intertwined Pasture,This is probably your last adventure.,5506,7551136.373,482463.5098
soemelagorn,Smoldering Forge,You should bring a group.,5566,7533999.941,482361.7073
oglsoarenem,Ravaged Outpost,You should be fine.,5748,7552195.106,482181.3717
eorlaosegnm,Tempered Basin,You should bring a group and a guide.,5768,7548823.852,482170.31
eeosrlogamn,Shimmering Ziggurat,You should bring a group and a guide.,5785,7549294.688,482159.7923
egosnlmoera,Undulating Canyon,"You should bring a group, a guide, a weapon, and a healer.",5815,7536473.625,482144.024
esaroemnlgo,Shrouded Quarry,This is probably your last adventure.,5872,7557066.689,482095.3383
osalnreegmo,Shattered Battleground,"You should bring a group, a guide, a weapon, and a healer.",6000,7551269.183,481988.3983
oemgrnsleoa,Gleaming Monolith,"You should bring a group, a guide, and a weapon.",6078,7551199.488,481887.1949
enlrmsoeoag,Verdant Hamlet,You should bring a group.,6216,7551143.057,481763.6247
rmngaleoseo,Dwindling Badlands,You should be fine.,6327,7546644.456,481680.8927
omslangoree,Forsaken Palace,You might want to bring a friend.,6523,7531548.882,481477.5177
lonoseegmra,Stark Maze,You should bring a group.,6691,7564703.856,481308.6352
gelrsneaomo,Primeval Waste,You should bring a group and a guide.,6737,7532056.493,481259.624
mloegnsaeor,Moaning Depot,You should bring a group.,6762,7547697.727,481229.9222
nooseemlgar,Gloomy Hill,This is probably your last adventure.,6764,7547839.51,481225.5791
glseroomean,Soaring Grove,You might want to bring a friend.,7010,7541182.35,480989.2405
oesmalorgne,Wraithlike Archipelago,This is probably your last adventure.,7056,7532204.349,480957.0636
aeosrlenomg,Withered Hinterland,"You should bring a group, a guide, and a weapon.",7064,7549247.393,480952.0354
osglamonree,Sweltering Catacomb,You should bring a group.,7076,7535897.521,480942.582
losamngoere,Malevolent Pasture,You might want to bring a friend.,7137,7534976.341,480866.8911
mogeralneso,Wraithlike Sanctum,"You should bring a group, a guide, and a weapon.",7141,7535136.895,480864.3917
leooeasrmng,Sanguine Woods,"You should bring a group, a guide, and a weapon.",7149,7551183.654,480856.022
gslnrameeoo,Frozen Road,This is probably your last adventure.,7226,7551204.023,480780.3615
onmgeoreals,Sparkling Crescent,"You should bring a group, a guide, a weapon, and a healer.",7237,7539067.775,480775.1834
rsnemolgeoa,Undulating Forge,You should bring a group.,7283,7531729.727,480746.2615
geeonamlsor,Forsaken Monastery,You should be fine.,7306,7537614.304,480728.977
sgreanlmooe,Serene Abyss,"You should bring a group, a guide, a weapon, and a healer.",7347,7539215.88,480693.6535
earlmogeson,Frigid Cliff,"You should bring a group, a guide, a weapon, and a healer.",7474,7538157.91,480531.1198
roaeselmngo,Moldering Meadow,You should be fine.,7483,7541261.369,480522.4705
nageeomsorl,Placid Forest,You should bring a group and a guide.,7531,7561428.996,480451.1125
romegelsoan,Enigmatic Path,You should bring a group and a guide.,7871,7532942.551,480159.5741
enrsmoelgao,Twinkling Monolith,"You should bring a group, a guide, a weapon, and a healer.",7887,7554512.22,480144.6739
srloenaeomg,Flourishing Obelisk,This is probably your last adventure.,7928,7536566.309,480113.2037
osoegrmealn,Venerable Landing,You should bring a group and a guide.,8222,7550699.464,479813.7375
nomelgearos,Hazy Plaza,You should be fine.,8500,7537822.766,479588.377
nomaroeselg,Whispered Steppes,You might want to bring a friend.,377,7556076.911,494429.5197
eoenarlsomg,Insidious Cliff,You should bring a group and a guide.,953,7555358.963,491857.4459
rsngaeoolem,Tidal Path,You should be fine.,1130,7535420.978,490794.0161
nelmoaegosr,Glacial Harbor,"You should bring a group, a guide, a weapon, and a healer.",1223,7535409.087,490347.6778
eolgseomran,Forgotten Garden,"You should bring a group, a guide, a weapon, and a healer.",1388,7535387.902,489727.8287
olanoremegs,Whispering Harbor,"You should bring a group, a guide, a weapon, and a healer.",1412,7536349.736,489660.4478
ogsenoelram,Bizarre Hill,You might want to bring a friend.,1450,7535456.406,489518.9829
moroelegasn,Vast Village,You should bring a group and a guide.,1451,7533230.577,489512.8944
nsleoaergom,Pulsing Sect,You should bring a group.,1508,7533635.97,489383.4219
eolresgnmao,Looming Town,"You should bring a group, a guide, and a weapon.",1514,7532975.163,489375.3766
lmesnargoeo,Gritty Falls,You should bring a group.,1593,7537597.769,489001.8465
ernoegomlsa,Serpentine Enclave,This is probably your last adventure.,1692,7537535.232,488542.6014
meoaglorsne,Rustic Pantry,You should be fine.,1710,7556482.784,488480.835
grnlseaoeom,Lavish Tower,You might want to bring a friend.,1735,7556965.929,488424.7982
loegmsoaren,Tempestuous Monument,"You should bring a group, a guide, and a weapon.",1785,7535664.915,488308.7641
gesnomleora,Turbulent Dome,You should bring a group and a guide.,1840,7552978.076,488083.8711
soraolnemeg,Stark Dell,You might want to bring a friend.,1914,7535918.176,487831.4318
mregaloones,Eldritch Dome,You might want to bring a friend.,2004,7535555.331,487615.6414
noramgesleo,Tidal Summit,You might want to bring a friend.,2013,7534238.441,487543.648
areglosoemn,Shadowy Plateau,You should be fine.,2017,7534654.431,487528.7336
onerlsmaoge,Hazy Glen,You should bring a group and a guide.,2196,7534210.29,487151.9199
rneslaogmoe,Winding Scar,You might want to bring a friend.,2240,7551618.714,487093.6818
ogenlreamso,Moldering Kingdom,You should bring a group and a guide.,2260,7549651.925,487061.4724
lgeorensmao,Legendary Plaza,"You should bring a group, a guide, a weapon, and a healer.",2429,7535456.262,486676.9567
nrolaemgseo,Chimerical Bayou,You should bring a group and a guide.,2453,7553754.83,486619.6253
orageelnosm,Foggy Cavern,You should bring a group.,2498,7556550.167,486554.268
noleesmagro,Portentous Peak,You should be fine.,2544,7549779.912,486481.4144
onegamerlos,Gloomy Abyss,You might want to bring a friend.,2626,7555505.132,486353.4206
naegmsroeol,Pallid Hill,You should be fine.,2672,7549738.645,486298.2943
ereoganmosl,Golden Dale,You might want to bring a friend.,2726,7551160.998,486246.7028
mesroeganol,Swirling Waste,"You should bring a group, a guide, and a weapon.",2747,7536409.302,486220.3025
nseamrogeol,Stark Borough,This is probably your last adventure.,2783,7549408.422,486167.0856
olgonaermse,Stormy Ridge,You should be fine.,2965,7550100.074,485816.4262
nsgemolorae,Tumultuous Haven,You should be fine.,2969,7549908.164,485814.3048
alemeogsonr,Asymmetrical Waters,You should bring a group.,3792,7556740.045,485627.649
rloaesgnemo,Bountiful Nook,This is probably your last adventure.,3501,7537944.241,485024.8871
nasrmgeoleo,Placid Palace,"You should bring a group, a guide, and a weapon.",3518,7546009.29,484997.8648
eaolrngseom,Forgotten Grove,This is probably your last adventure.,3910,7557802.535,484444.6834
elmnrsogaeo,Dwindling Sanctuary,You should bring a group.,4053,7536069.185,484296.7621
logmnesaoer,Sinister Hold,This is probably your last adventure.,4075,7536075.628,484269.7736
seonalogmre,Vast Dome,You might want to bring a friend.,4120,7546463.504,484157.6854
gomaeolsrne,Smoldering Bunker,You should bring a group and a guide.,30134,7539114.493,454968.2999
aoeoglenmrs,Winding Meadow,You should bring a group and a guide.,30340,7547898.406,454684.8314
elaosgrenom,Dusky Necropolis,You might want to bring a friend.,30605,7549755.119,454352.601
ramoonelseg,Ethereal Town,This is probably your last adventure.,30631,7552659.727,454329.6745
lmsoearoegn,Twinkling Waters,"You should bring a group, a guide, and a weapon.",30833,7535601.762,454161.1854
nogomaslree,Pallid Cape,You should bring a group and a guide.,30888,7549864.345,454108.1434
gmreonseola,Lethal Savanna,You should bring a group and a guide.,30898,7536878.135,454099.2894
maeooslengr,Cobalt Gorge,"You should bring a group, a guide, a weapon, and a healer.",31221,7545080.915,453766.8051
nemeolsrgao,Shadowy Harbor,"You should bring a group, a guide, a weapon, and a healer.",31489,7536048.228,453506.0285
loaeersmgon,Withered Path,"You should bring a group, a guide, and a weapon.",31706,7547272.73,453305.7881
onegroalesm,Quaint Quarters,This is probably your last adventure.,31771,7541172.18,453242.0778
saomeregonl,Infinite Bog,"You should bring a group, a guide, and a weapon.",31791,7541375.595,453215.9905
romsnolegea,Hollow Obelisk,"You should bring a group, a guide, a weapon, and a healer.",31799,7543792.046,453206.4836
eegolnsmrao,Watery Monolith,You might want to bring a friend.,31841,7535024.419,453148.9347
lgsmenoroea,Scorched Labyrinth,You should be fine.,31922,7541973.09,453035.1056
enmoregasol,Portentous Pantry,You should bring a group and a guide.,32341,7535802.633,452449.586
ognrlsomaee,Painted Cavern,"You should bring a group, a guide, and a weapon.",32447,7550961.611,452349.2923
moeeaorsnlg,Serpentine Thicket,You should be fine.,32673,7551064.06,451977.0167
remologesan,Idyllic Frost,You might want to bring a friend.,32674,7534692.275,451975.4393
sloonegerma,Shattered Canyon,You should bring a group.,32858,7550274.774,451713.2395
lrnoeaemsgo,Brilliant Barrow,You might want to bring a friend.,32863,7552193.296,451709.8819
nraomegsole,Hallowed Ward,You might want to bring a friend.,32868,7550572.267,451703.3576
eselgnmaroo,Lurking Garden,This is probably your last adventure.,32942,7539082.367,451607.3553
esrgemnoaol,Thorny Scar,You should bring a group and a guide.,33095,7547122.243,451458.6752
ongomrelsae,Subterranean Peak,"You should bring a group, a guide, and a weapon.",33354,7552566.799,451159.5755
gelmneraoos,Uncharted Warren,"You should bring a group, a guide, a weapon, and a healer.",33426,7545065.868,451093.3291
rganmleoeos,Dreamlike Grove,"You should bring a group, a guide, and a weapon.",33441,7543356.335,451082.1325
lseaemoognr,Sunken Garrison,You might want to bring a friend.,33479,7545615.847,451042.208
grelsnaomoe,Radiant Hollow,You should bring a group.,33674,7552520.381,450790.835
negooamsler,Undulating Town,"You should bring a group, a guide, and a weapon.",33714,7545266.083,450717.1516
sreegonlmoa,Bubbling Bayou,"You should bring a group, a guide, and a weapon.",33908,7549719.239,450399.1309
eaeosmglonr,Vast Peninsula,You should be fine.,34050,7544355.303,450226.2123
amregnseool,Turbulent Kingdom,You might want to bring a friend.,34623,7547164.91,449480.8914
oeanglosemr,Brilliant Gulch,"You should bring a group, a guide, a weapon, and a healer.",34628,7546247.095,449476.0358
eleamoogrns,Dilapidated Highland,This is probably your last adventure.,34840,7549206.938,449174.8356
grsmeaoelno,Portentous Hold,You might want to bring a friend.,34944,7545346.89,448934.1053
eoarmsognle,Zephyrous Plaza,You should be fine.,35052,7545624.043,448679.8219
oeraosgelmn,Turbulent Cove,You should be fine.,35386,7538761.894,447981.9656
egornolaems,Cobalt Bayou,"You should bring a group, a guide, and a weapon.",35387,7542874.844,447980.5282
mgaoroensel,Mirrored Shack,"You should bring a group, a guide, and a weapon.",36159,7546769.192,445422.1909
neesoomglar,Murmuring Garrison,This is probably your last adventure.,36285,7547289.856,444041.8839
gamnlesoore,Inverted Cliff,You should bring a group.,36355,7548499.098,443394.915
erlongoemas,Spacious Garrison,You should bring a group.,12541,7548620.837,476732.9734
geroneaolms,Asymmetrical Woods,You should be fine.,175,7563349.336,495968.041
leosegnmora,Vibrant Precinct,You might want to bring a friend.,21225,7541888.91,466231.8373
rlsooenamge,Scorched Fiefdom,You might want to bring a friend.,21491,7550784.247,465864.0459
gemlnaoerso,Ethereal Geyser,"You should bring a group, a guide, and a weapon.",22077,7538423.456,465053.3917
oaeremgonls,Charmed Spire,"You should bring a group, a guide, a weapon, and a healer.",22236,7540463.274,464820.4012
mgnlraoseoe,Idyllic Reliquary,"You should bring a group, a guide, a weapon, and a healer.",22255,7542925.759,464798.4537
meeoslognar,Meandering Town,"You should bring a group, a guide, and a weapon.",22424,7538493.657,464619.8412
selaorgnmeo,Unforgiving Monolith,This is probably your last adventure.,22852,7546003.547,464127.9685
rmsoeonaleg,Shimmering Colosseum,You should be fine.,23122,7545212.299,463949.0896
eognaomserl,Iridescent Hollow,This is probably your last adventure.,23216,7559503.378,463841.0955
oogmrnselae,Hollow Waters,You should bring a group and a guide.,23245,7547219.747,463820.7657
onaloesmreg,Imposing Tundra,You might want to bring a friend.,23318,7545756.046,463770.9157
rgsaeomnoel,Derelict Cape,You should bring a group and a guide.,23539,7546517.957,463547.8074
lagenesrmoo,Sweltering Pond,You should bring a group and a guide.,23562,7540774.698,463511.9908
eosgaelromn,Looming Warren,You should bring a group and a guide.,24190,7560236.004,462776.9173
gamoosrneel,Uncharted Maze,You should be fine.,24390,7527647.298,462584.9206
emsnglerooa,Quaint Park,"You should bring a group, a guide, a weapon, and a healer.",24477,7526798.626,462494.2615
eomgnreasol,Moonlit Gulch,You should bring a group.,24893,7538919.994,462065.5233
onrselgmeao,Inverted Maze,"You should bring a group, a guide, a weapon, and a healer.",24905,7525886.396,462051.2313
oaognsmlere,Tempered Grove,"You should bring a group, a guide, a weapon, and a healer.",24993,7539166.526,461969.5367
agorelsmneo,Serene Haven,This is probably your last adventure.,25143,7540794.467,461819.4977
oglnmoesaer,Whispered Beach,You should bring a group.,25319,7547177.69,461664.2405
gesonmarleo,Fragrant Moor,"You should bring a group, a guide, and a weapon.",25557,7553073.119,461389.9078
ogreolsmane,Dilapidated Flats,"You should bring a group, a guide, and a weapon.",25847,7546580.278,461077.5551
oamnreloesg,Stormy Sierra,You might want to bring a friend.,25877,7536382.216,461038.1001
orgamolesen,Turbulent Burrow,"You should bring a group, a guide, and a weapon.",26179,7549156.109,460655.9521
eomnelgoras,Petrified Oasis,"You should bring a group, a guide, a weapon, and a healer.",26939,7547619.833,459596.3855
ermneogosal,Wraithlike Shack,This is probably your last adventure.,27161,7538478.548,459277.8419
raseonomlge,Stark Depot,You should bring a group.,27181,7538357.974,459244.851
ralmnsogoee,Vast Sepulcher,This is probably your last adventure.,27567,7535607.085,458715.2999
rmoelsanoge,Asymmetrical Tavern,This is probably your last adventure.,27831,7543090.627,458318.2772
gaeelosonmr,Looming Fen,You should be fine.,27885,7540044.186,458244.1864
esoernlmago,Golden Spire,You might want to bring a friend.,28150,7540374.252,457806.9242
gemaesoornl,Ephemeral Den,You should be fine.,28269,7542890.383,457655.0951
sgloramenoe,Watery Quarters,You should be fine.,28495,7539126.544,457225.9186
nearloegosm,Majestic Falls,"You should bring a group, a guide, and a weapon.",28753,7537259.2,456686.0512
lrgsaemoneo,Timeless Forest,"You should bring a group, a guide, and a weapon.",28776,7537582.164,456657.5236
egseomrnoal,Flourishing Gulch,You should be fine.,28913,7540640.148,456440.5472
anlegrmesoo,Stormy Crater,You should bring a group and a guide.,29073,7539302.264,456265.3212
eleasnoromg,Unforgiving Sanctuary,You should be fine.,29517,7540116.324,455687.6588
romloseegna,Pulsing Ridge,You should bring a group.,29622,7545008.109,455540.315
oegralnmeso,Shadowy Hollow,"You should bring a group, a guide, a weapon, and a healer.",14113,7532216.006,475741.3747
lmranooeesg,Twinkling Thicket,You might want to bring a friend.,14161,7531596.899,475701.2014
enoalmesrog,Mystical Ledge,You should bring a group and a guide.,14187,7547716.7,475680.2221
osnoegamerl,Eldritch Waste,You might want to bring a friend.,14232,7533459.269,475652.6079
maoreeslogn,Eldritch Frontier,"You should bring a group, a guide, and a weapon.",14705,7534043.491,475348.584
oosrmaelgne,Phantasmal Cliff,"You should bring a group, a guide, and a weapon.",14778,7545162.915,475290.293
orsagmoenle,Moldering Precinct,You should bring a group.,14896,7546579.642,475208.228
lmneasrooge,Wraithlike Monument,You should bring a group and a guide.,15011,7544816.401,475105.4495
gsmolneoare,Stormy Dale,You should bring a group.,15374,7535925.116,474888.6047
rngaooesmel,Zephyrous Spire,This is probably your last adventure.,15538,7533633.48,474769.5594
loreenosgam,Hollow Pass,You should be fine.,15856,7544812.684,474514.2041
gnosereoaml,Pristine Monastery,"You should bring a group, a guide, a weapon, and a healer.",15873,7535856.133,474499.2825
agmsroleoen,Crystalline Scar,"You should bring a group, a guide, a weapon, and a healer.",15921,7559298.978,474461.5197
nalgsoemroe,Luminous Burrow,You might want to bring a friend.,16300,7555504.737,474162.6739
reongoamels,Whispering Bayou,"You should bring a group, a guide, and a weapon.",16356,7555542.063,474138.0322
melogoaerns,Infested Guild,You should bring a group.,16965,7545512.417,473486.6476
oanmsrgoeel,Ravaged Necropolis,"You should bring a group, a guide, a weapon, and a healer.",17106,7551728.108,473296.5502
emaegronlos,Venerable Waste,You should bring a group.,17305,7551586.867,472936.376
erolmneosag,Scalding Scar,You might want to bring a friend.,17340,7534930.797,472880.105
romeangsleo,Monolithic River,"You should bring a group, a guide, a weapon, and a healer.",17358,7534940.304,472834.7116
lmreneagoos,Ephemeral Sierra,"You should bring a group, a guide, a weapon, and a healer.",17562,7547473.801,472515.1818
eolgnasreom,Harmonious Necropolis,You should bring a group and a guide.,17651,7552492.168,472355.7746
gemrsloeano,Bubbling Fen,This is probably your last adventure.,17681,7549465.133,472297.2011
erlmengoaos,Spectral Badlands,"You should bring a group, a guide, and a weapon.",17861,7550244.325,471989.8822
amlerneoogs,Exotic Shack,You might want to bring a friend.,18238,7542442.586,471488.544
aosroglemen,Shadowy Prairie,You should bring a group.,18391,7550636.605,471225.628
losegaeornm,Smoky Colosseum,This is probably your last adventure.,18427,7546232.508,471146.856
earenlmogso,Bleak Wetlands,You should be fine.,18543,7549822.304,470916.0774
nolseemarog,Derelict Maze,You should bring a group and a guide.,18796,7549882.85,470365.2238
nemsgloraoe,Azure Guild,"You should bring a group, a guide, and a weapon.",18920,7556918.663,470122.7664
eamorlsgeon,Humming Park,You should be fine.,18930,7551487.913,470099.149
angslomeeor,Looming Square,You should bring a group and a guide.,19034,7550139.917,469894.0407
esganloeomr,Chimerical Monument,You should bring a group.,19212,7547180.851,469668.0994
mnreolsogae,Ancient Ranch,You should bring a group and a guide.,19702,7544860.897,468918.8698
mgaosleorne,Celestial Town,You should bring a group and a guide.,19899,7551934.915,468539.7799
goersnlmoea,Mysterious Ruins,"You should bring a group, a guide, and a weapon.",20281,7550384.88,468005.7126
someloengar,Murmuring Hamlet,You should bring a group and a guide.,20858,7548124.686,466899.3264
oeonamerlgs,Insidious Keep,You should bring a group.,21132,7544060.014,466387.6555
mgseoonaelr,Heaving Tavern,You might want to bring a friend.,5531,7558384.698,482419.8114
ornseeoalgm,Starlit Woods,You might want to bring a friend.,6044,7547022.955,481938.6083
elgneasroom,Contorted Atoll,This is probably your last adventure.,6217,7547714.972,481763.5299
ogerelsaonm,Moaning Forge,This is probably your last adventure.,6250,7549923.637,481736.0627
moleraeonsg,Smoky Crescent,"You should bring a group, a guide, and a weapon.",6390,7546644.527,481635.8986
lmegnoosear,Primeval Nook,"You should bring a group, a guide, and a weapon.",6564,7547705.369,481411.1926
esgremaonlo,Portentous Hedge,You might want to bring a friend.,6809,7547696.191,481186.3455
oenmoalrsge,Foggy Plateau,"You should bring a group, a guide, and a weapon.",6947,7537624.907,481049.7218
alreemoogns,Whispering Palace,"You should bring a group, a guide, and a weapon.",6988,7548283.248,481007.9843
melsnograoe,Whispering Steppes,You should be fine.,7025,7536694.357,480976.8796
goarnomlsee,Looming Expanse,This is probably your last adventure.,7351,7556320.901,480685.9485
goerenmsalo,Iridescent Dungeon,You should be fine.,7471,7546923.035,480538.185
eoogsamlern,Hidden Expanse,"You should bring a group, a guide, and a weapon.",7605,7549074.877,480382.1401
smaoneglore,Painted Orchard,"You should bring a group, a guide, a weapon, and a healer.",7733,7546817.654,480281.8783
mlosonraege,Moldering Orchard,You should bring a group.,7995,7549863.616,480062.8481
srleoemgnoa,Barren Town,"You should bring a group, a guide, and a weapon.",8040,7531667.788,480023.0285
oeenlgmsora,Intertwined Pit,"You should bring a group, a guide, and a weapon.",8459,7556110.128,479619.3927
oosaelrenmg,Undulating Refuge,You should bring a group.,8523,7556954.842,479572.0965
moegnslorae,Blazing Sierra,This is probably your last adventure.,8606,7531779.71,479503.274
looeasmrgne,Mystical Colosseum,You should bring a group.,8806,7531766.422,479346.7572
omegslaonre,Meandering Garrison,You might want to bring a friend.,8820,7531469.192,479336.5794
megoorlesan,Soaring Ledge,This is probably your last adventure.,8903,7555256.915,479286.6667
mnoeoeragsl,Eldritch Necropolis,"You should bring a group, a guide, a weapon, and a healer.",9040,7557046.164,479212.4659
soaoeermlgn,Blazing Square,You should be fine.,9084,7537120.718,479189.7388
sgoomelaenr,Dreamlike Frontier,"You should bring a group, a guide, a weapon, and a healer.",9238,7546050.765,479093.7175
amelnroosge,Stealthy Cove,You should bring a group and a guide.,9453,7545991.24,478955.0945
enagoosmler,Lush Waterfall,You should bring a group.,9534,7531814.637,478883.8816
orelasengom,Dismal Ledge,"You should bring a group, a guide, a weapon, and a healer.",9542,7547817.491,478880.9682
ageoslenomr,Soaring Hill,"You should bring a group, a guide, a weapon, and a healer.",9630,7551638.16,478804.3757
egsreooanml,Tangled Haven,"You should bring a group, a guide, a weapon, and a healer.",9836,7531735.581,478627.8156
mosagoelenr,Brilliant Waste,This is probably your last adventure.,10079,7532462.893,478411.4331
genorosamle,Cascading Plaza,This is probably your last adventure.,10368,7564163.943,478184.3747
sgaloremneo,Painted Stronghold,You should be fine.,11234,7550346.575,477628.857
lonaoremesg,Soaring Sea,You should bring a group and a guide.,11251,7547216.121,477615.3783
nogsmeleaor,Dwindling Woods,You might want to bring a friend.,11849,7533432.637,477234.2126
rlgenmaeoso,Zephyrous Peak,This is probably your last adventure.,12011,7552104.745,477149.2913
amseognleor,Verdant Citadel,You should bring a group and a guide.,12163,7537432.615,477020.3415
mornlegsaeo,Rugged Bivouac,You should bring a group and a guide.,12225,7559599.052,476972.0958
oleremaogns,Shimmering Garden,"You should bring a group, a guide, a weapon, and a healer.",12253,7532274.259,476950.8333
naelreogmso,Exquisite Expanse,You might want to bring a friend.,12520,7552638.869,476748.7992
ognroleames,Monolithic Peninsula,You should be fine.,12714,7545407.343,476630.2195
ronmgealeso,Quivering Knoll,You might want to bring a friend.,12717,7555687.607,476629.3215
nrogasemelo,Sacred Catacomb,You should bring a group and a guide.,12867,7545639.889,476536.0312
arenlgseomo,Unforgiving Prairie,You should bring a group and a guide.,13013,7532180.155,476432.7894
nemeosgralo,Lush Maze,"You should bring a group, a guide, and a weapon.",13079,7531833.79,476400.2838
elmaoosgnre,Enchanted Bayou,This is probably your last adventure.,13122,7545040.942,476376.9921
rgmoaloesen,Reverberating Falls,"You should bring a group, a guide, a weapon, and a healer.",13421,7533098.11,476185.2333
eograoslemn,Frozen Archipelago,You should be fine.,13630,7553084.797,476081.6982
rasnogeleom,Forsaken Throne,You should be fine.,36267,7546289.244,444106.1509
aslromoneeg,Twinkling Tundra,You should bring a group and a guide.,36340,7546462.751,443571.5794
msogelornea,Sacred Isle,"You should bring a group, a guide, a weapon, and a healer.",36447,7547060.768,442272.3734
nleagoorsme,Looming Beach,"You should bring a group, a guide, and a weapon.",36456,7567057.706,441052.1759
eogsnameolr,Magnificent Falls,You should bring a group.,17189,7544320.568,473167.2028
oagoenlresm,Tempered Dell,You might want to bring a friend.,21446,7541894.807,465893.2372
grlaoesmeon,Searing Fort,This is probably your last adventure.,25688,7547978.547,461276.8353
saglrnoeome,Soaring Jungle,"You should bring a group, a guide, a weapon, and a healer.",25934,7545766.609,460979.4288
mgeoransleo,Dreamlike Wilds,This is probably your last adventure.,15349,7539152.726,474901.9423
gaoesmorenl,Roaring Meadow,"You should bring a group, a guide, and a weapon.",17183,7547773.471,473172.9167
gaeenolosmr,Ominous Den,This is probably your last adventure.,17874,7544279.536,471963.7395
onagslemore,Wistful Pantry,You might want to bring a friend.,2349,7536387.26,486879.666
glnoesmroae,Wistful Tower,You should bring a group and a guide.,3852,7547847.942,484528.208
egrnoaelsmo,Hallowed Shrine,You should bring a group.,4007,7557110.837,484359.355
eelmsnroaog,Magnificent Thicket,You should be fine.,4049,7557121.907,484299.9639
slaoegenmor,Nocturnal Grove,You should bring a group.,8953,7562547.466,479265.1411
olrnsegoame,Volcanic Road,You should be fine.,9494,7552053.907,478916.5423
gsrnleomaoe,Tempered Burrow,You should bring a group and a guide.,11315,7541363.37,477572.7064
orgasolmene,Sandy Refuge,You should bring a group and a guide.,11772,7563492.815,477276.7185
gesrmoaenlo,Intertwined Ward,You should bring a group.,13278,7545048.648,476278.7986
esmleragnoo,Heaving Tomb,You should bring a group and a guide.,13295,7545077.427,476268.0968
eaonelogmrs,Vibrant Obelisk,You should bring a group.,20208,7543177.962,468101.9373
oelanmersgo,Opulent Atoll,"You should bring a group, a guide, a weapon, and a healer.",21478,7549913.578,465873.5571
somoernagel,Obsidian Tower,This is probably your last adventure.,22251,7545135.559,464802.8691
olmrgoesena,Silvered Prairie,This is probably your last adventure.,31175,7541645.735,453801.3563
nglooemears,Painted Gulf,You should bring a group.,1279,7536068.462,490002.397
gsanoreemlo,Frigid Rookery,"You should bring a group, a guide, and a weapon.",1650,7536052.966,488759.252
oosgnrelmae,Celestial Spire,You might want to bring a friend.,2637,7556104.624,486340.0653
aesomernolg,Fragrant Reef,You should bring a group and a guide.,2853,7534955.897,486046.273
leemorognas,Secluded Boutique,You should bring a group and a guide.,2951,7547318.746,485825.4603
mgnesolaroe,Subterranean Valley,You should be fine.,3242,7534945.531,485380.2887
lnoagmsoere,Luminous Falls,You might want to bring a friend.,3352,7550250.99,485200.5715
ganrmolseeo,Tangled Spring,"You should bring a group, a guide, a weapon, and a healer.",3359,7550759.12,485195.0105
amsgerenloo,Tumultuous Cove,"You should bring a group, a guide, a weapon, and a healer.",3362,7550686.546,485193.9908
esalmrgnoeo,Desolate Paradise,You should be fine.,3431,7554629.854,485116.9616
ngroelomsae,Glacial Crater,You should bring a group and a guide.,3613,7556202.085,484883.3766
oelnsgreoma,Sunken Hedge,You might want to bring a friend.,3696,7537146.226,484775.3215
egmenoorlsa,Warped Citadel,You might want to bring a friend.,3764,7555563.552,484686.0869
grlneeooasm,Forgotten Road,You should be fine.,3859,7555999.312,484514.0843
egesolarmon,Mysterious Waters,You should bring a group and a guide.,4027,7557227.816,484330.0112
oagrneselom,Serene Peninsula,You should bring a group.,4242,7539672.421,483967.7257
