X,Y,OBJECTID,UNITTYPE,OWNEDBY,MAINTAINEDBY,STATUS,UNITID
7537259.2,456686.0512,5362,CO,CS,CS,ACT,28753
7537582.164,456657.5236,5363,CO,CS,CS,ACT,28776
7540640.148,456440.5472,5364,CO,CS,CS,ACT,28913
7539302.264,456265.3212,5365,CO,CS,CS,ACT,29073
7540116.324,455687.6588,5366,CO,CS,CS,ACT,29517
7545008.109,455540.315,5367,CO,CS,CS,ACT,29622
7532216.006,475741.3747,5369,CO,CS,CS,ACT,14113
7531596.899,475701.2014,5370,CO,CS,CS,ACT,14161
7547716.7,475680.2221,5371,CO,CS,CS,ACT,14187
7533459.269,475652.6079,5372,CO,CS,CS,ACT,14232
7534043.491,475348.584,5373,CO,CS,CS,ACT,14705
7545162.915,475290.293,5374,CO,CS,CS,ACT,14778
7546579.642,475208.228,5375,CO,CS,CS,ACT,14896
7544816.401,475105.4495,5376,CO,CS,CS,ACT,15011
7535925.116,474888.6047,5377,CO,CS,CS,ACT,15374
7533633.48,474769.5594,5379,CO,CS,CS,ACT,15538
7544812.684,474514.2041,5382,CO,CS,CS,ACT,15856
7535856.133,474499.2825,5383,CO,CS,CS,ACT,15873
7559298.978,474461.5197,5384,CO,CS,CS,ACT,15921
7555504.737,474162.6739,5387,CO,CS,CS,ACT,16300
7555542.063,474138.0322,5388,CO,CS,CS,ACT,16356
7545512.417,473486.6476,5391,CO,CS,CS,ACT,16965
7551728.108,473296.5502,5392,CO,CS,CS,ACT,17106
7551586.867,472936.376,5393,CO,CS,CS,ACT,17305
7534930.797,472880.105,5394,CO,CS,CS,ACT,17340
7534940.304,472834.7116,5395,CO,CS,CS,ACT,17358
7547473.801,472515.1818,5396,CO,CS,CS,ACT,17562
7552492.168,472355.7746,5397,CO,CS,CS,ACT,17651
7549465.133,472297.2011,5398,CO,CS,CS,ACT,17681
7550244.325,471989.8822,5399,CO,CS,CS,ACT,17861
7542442.586,471488.544,5400,CO,CS,CS,ACT,18238
7550636.605,471225.628,5401,CO,CS,CS,ACT,18391
7546232.508,471146.856,5402,CO,CS,CS,ACT,18427
7549822.304,470916.0774,5403,CO,CS,CS,ACT,18543
7549882.85,470365.2238,5405,CO,CS,CS,ACT,18796
7556918.663,470122.7664,5406,CO,CS,CS,ACT,18920
7551487.913,470099.149,5407,CO,CS,CS,ACT,18930
7550139.917,469894.0407,5408,CO,CS,CS,ACT,19034
7547180.851,469668.0994,5409,CO,CS,CS,ACT,19212
7544860.897,468918.8698,5411,CO,CS,CS,ACT,19702
7551934.915,468539.7799,5413,CO,CS,CS,ACT,19899
7550384.88,468005.7126,5416,CO,CS,CS,ACT,20281
7548124.686,466899.3264,5418,MH,CS,CS,ACT,20858
7544060.014,466387.6555,5419,CO,CS,CS,ACT,21132
7558384.698,482419.8114,5420,CO,CS,CS,ACT,5531
7547022.955,481938.6083,5422,CO,CS,CS,ACT,6044
7547714.972,481763.5299,5423,CO,CS,CS,ACT,6217
7549923.637,481736.0627,5424,CO,CS,CS,ACT,6250
7546644.527,481635.8986,5425,CO,CS,CS,ACT,6390
7547705.369,481411.1926,5427,CO,CS,CS,ACT,6564
7547696.191,481186.3455,5428,CO,CS,CS,ACT,6809
7537624.907,481049.7218,5429,CO,CS,CS,ACT,6947
7548283.248,481007.9843,5431,CO,CS,CS,ACT,6988
7536694.357,480976.8796,5432,CO,CS,CS,ACT,7025
7556320.901,480685.9485,5434,CO,CS,CS,ACT,7351
7546923.035,480538.185,5436,CO,CS,CS,ACT,7471
7549074.877,480382.1401,5437,CO,CS,CS,ACT,7605
7546817.654,480281.8783,5438,CO,CS,CS,ACT,7733
7549863.616,480062.8481,5440,CO,CS,CS,ACT,7995
7531667.788,480023.0285,5441,CO,CS,CS,ACT,8040
7556110.128,479619.3927,5442,CO,CS,CS,ACT,8459
7556954.842,479572.0965,5443,CO,CS,CS,ACT,8523
7531779.71,479503.274,5444,CO,CS,CS,ACT,8606
7531766.422,479346.7572,5445,CO,CS,CS,ACT,8806
7531469.192,479336.5794,5446,CO,CS,CS,ACT,8820
7555256.915,479286.6667,5447,CO,CS,CS,ACT,8903
7557046.164,479212.4659,5448,CO,CS,CS,ACT,9040
7537120.718,479189.7388,5449,CO,CS,CS,ACT,9084
7546050.765,479093.7175,5450,CO,CS,CS,ACT,9238
7545991.24,478955.0945,5451,CO,CS,CS,ACT,9453
7531814.637,478883.8816,5452,CO,CS,CS,ACT,9534
7547817.491,478880.9682,5453,CO,CS,CS,ACT,9542
7551638.16,478804.3757,5454,CO,CS,CS,ACT,9630
7531735.581,478627.8156,5455,CO,CS,CS,ACT,9836
7532462.893,478411.4331,5456,CO,CS,CS,ACT,10079
7564163.943,478184.3747,5458,CO,CS,CS,ACT,10368
7550346.575,477628.857,5460,CO,CS,CS,ACT,11234
7547216.121,477615.3783,5461,CO,CS,CS,ACT,11251
7533432.637,477234.2126,5462,CO,CS,CS,ACT,11849
7552104.745,477149.2913,5464,CO,CS,CS,ACT,12011
7537432.615,477020.3415,5466,CO,CS,CS,ACT,12163
7559599.052,476972.0958,5467,CO,CS,CS,ACT,12225
7532274.259,476950.8333,5468,CO,CS,CS,ACT,12253
7552638.869,476748.7992,5469,CO,CS,CS,ACT,12520
7545407.343,476630.2195,5470,CO,CS,CS,ACT,12714
7555687.607,476629.3215,5471,CO,CS,CS,ACT,12717
7545639.889,476536.0312,5472,CO,CS,CS,ACT,12867
7532180.155,476432.7894,5473,CO,CS,CS,ACT,13013
7531833.79,476400.2838,5474,CO,CS,CS,ACT,13079
7545040.942,476376.9921,5475,CO,CS,CS,ACT,13122
7533098.11,476185.2333,5477,CO,CS,CS,ACT,13421
7553084.797,476081.6982,5478,CO,CS,CS,ACT,13630
7546289.244,444106.1509,5479,MH,CS,CS,ACT,36267
7546462.751,443571.5794,5481,MH,CS,CS,ACT,36340
7547060.768,442272.3734,5482,MH,CS,CS,ACT,36447
7567057.706,441052.1759,5483,MH,CS,CS,ACT,36456
7544320.568,473167.2028,5484,CO,CS,CS,ABND,17189
7541894.807,465893.2372,5485,CO,CS,CS,ABND,21446
7547978.547,461276.8353,5486,CO,CS,CS,ABND,25688
7545766.609,460979.4288,5487,CO,CS,CS,ABND,25934
7539152.726,474901.9423,5488,MH,CS,CS,ABND,15349
7547773.471,473172.9167,5489,MH,CS,CS,ABND,17183
7544279.536,471963.7395,5490,MH,CS,CS,ABND,17874
7536387.26,486879.666,5491,MH,CS,CS,ABND,2349
7547847.942,484528.208,5492,MH,CS,CS,ABND,3852
7557110.837,484359.355,5493,MH,CS,CS,ABND,4007
7557121.907,484299.9639,5494,MH,CS,CS,ABND,4049
7562547.466,479265.1411,5495,MH,CS,CS,ABND,8953
7552053.907,478916.5423,5496,MH,CS,CS,ABND,9494
7541363.37,477572.7064,5497,MH,CS,CS,ABND,11315
7563492.815,477276.7185,5498,MH,CS,CS,ABND,11772
7545048.648,476278.7986,5499,MH,CS,CS,ABND,13278
7545077.427,476268.0968,5500,MH,CS,CS,ABND,13295
7543177.962,468101.9373,5501,MH,CS,CS,ABND,20208
7549913.578,465873.5571,5502,MH,CS,CS,ABND,21478
7545135.559,464802.8691,5503,MH,CS,CS,ABND,22251
7541645.735,453801.3563,5504,MH,CS,CS,ABND,31175
7536068.462,490002.397,5507,CO,CS,CS,ACT,1279
7536052.966,488759.252,5508,CO,CS,CS,ACT,1650
7556104.624,486340.0653,5509,CO,CS,CS,ACT,2637
7534955.897,486046.273,5510,CO,CS,CS,ACT,2853
7547318.746,485825.4603,5511,CO,CS,CS,ACT,2951
7534945.531,485380.2887,5514,CO,CS,CS,ACT,3242
7550250.99,485200.5715,5516,CO,CS,CS,ACT,3352
7550759.12,485195.0105,5517,CO,CS,CS,ACT,3359
7550686.546,485193.9908,5518,CO,CS,CS,ACT,3362
7554629.854,485116.9616,5520,CO,CS,CS,ACT,3431
7556202.085,484883.3766,5521,CO,CS,CS,ACT,3613
7537146.226,484775.3215,5522,CO,CS,CS,ACT,3696
7555563.552,484686.0869,5523,CO,CS,CS,ACT,3764
7555999.312,484514.0843,5524,CO,CS,CS,ACT,3859
7557227.816,484330.0112,5525,CO,CS,CS,ACT,4027
7539672.421,483967.7257,5526,CO,CS,CS,ACT,4242
7556409.822,483880.8383,5527,CO,CS,CS,ACT,4293
7548654.54,482899.9911,5528,CO,CS,CS,ACT,5145
7548867.847,482893.2497,5529,CO,CS,CS,ACT,5156
7556321.271,482763.3038,5530,CO,CS,CS,ACT,5298
7546647.947,482627.1545,5531,CO,CS,CS,ACT,5350
7534756.225,451972.9268,5532,MH,CS,CS,ACT,32677
7534759.141,451938.3271,5533,MH,CS,CS,ACT,32699
7551305.809,451716.6453,5534,FCMH,CS,CS,ACT,32851
7549762.673,451635.6247,5535,MH,CS,CS,ACT,32914
7554008.531,451609.2621,5536,FCMH,CS,CS,ACT,32938
7549756.48,451577.1014,5537,MH,CS,CS,ACT,32976
7535049.438,451525.5751,5539,MH,CS,CS,ACT,33048
7537512.055,451409.1119,5542,MH,CS,CS,ACT,33129
7540902.383,451345.2497,5543,MH,CS,CS,ACT,33205
7549735.678,451313.0577,5544,MH,CS,CS,ACT,33250
7550357.131,451181.8176,5545,MH,CS,CS,ACT,33344
7550662.491,451005.3284,5546,MH,CS,CS,ACT,33525
7549689.262,450737.148,5547,MH,CS,CS,ACT,33701
7552969.865,450460.7766,5548,MH,CS,CS,ACT,33855
7547599.427,450456.3839,5549,MH,CS,CS,ACT,33859
7547589.599,450257.8222,5550,MH,CS,CS,ACT,34025
7548278.929,450201.6526,5551,MH,CS,CS,ACT,34064
7541539.713,450195.3471,5552,MH,CS,CS,ACT,34077
7539431.876,449974.0958,5553,MH,CS,CS,ACT,34236
7541366.334,449945.3566,5554,MH,CS,CS,ACT,34257
7534370.6,449943.9751,5555,MH,CS,CS,ACT,34259
7534171.919,449843.7457,5556,MH,CS,CS,ACT,34356
7548220.357,449431.9386,5557,MH,CS,CS,ACT,34678
7538561.384,448706.2769,5560,MH,CS,CS,ACT,35035
7540808.325,448564.8885,5561,MH,CS,CS,ACT,35113
7550396.608,448373.4898,5562,MH,CS,CS,ACT,35198
7541153.946,448366.5906,5563,MH,CS,CS,ACT,35201
7544101.85,448253.2336,5565,MH,CS,CS,ACT,35260
7542223.718,448062.9439,5566,MH,CS,CS,ACT,35341
7545823.276,448062.2251,5567,MH,CS,CS,ACT,35344
7541483.085,448006.3097,5568,MH,CS,CS,ACT,35377
7545625.358,447993.312,5569,MH,CS,CS,ACT,35381
7542564.483,447896.3635,5570,MH,CS,CS,ACT,35438
7546076.916,447879.9354,5571,FCMH,CS,CS,ACT,35449
7548645.189,447788.7356,5572,MH,CS,CS,ACT,35519
7549486.231,447788.6896,5573,MH,CS,CS,ACT,35520
7549484.383,447682.981,5574,MH,CS,CS,ACT,35554
7550763.292,447611.8278,5575,MH,CS,CS,ACT,35581
7546681.117,447497.6014,5576,MH,CS,CS,ACT,35616
7538822,447496.4833,5577,MH,CS,CS,ACT,35620
7549274.159,447336.9199,5578,MH,CS,CS,ACT,35695
7549069.132,447253.003,5579,MH,CS,CS,ACT,35732
7549903.123,447034.0919,5580,MH,CS,CS,ACT,35822
7551252.025,446116.002,5581,MH,CS,CS,ACT,36017
7551041.155,445446.6204,5582,MH,CS,CS,ACT,36158
7550847.186,444998.4593,5583,MH,CS,CS,ACT,36192
7546431.592,444527.1033,5584,MH,CS,CS,ACT,36225
7547970.132,444335.6286,5585,MH,CS,CS,ACT,36235
7535610.526,458116.5482,5586,MH,CS,CS,ACT,27953
7553058.209,457996.0807,5587,MH,CS,CS,ACT,28024
7535688.539,457766.9619,5588,MH,CS,CS,ACT,28180
7538936.837,457047.8976,5589,MH,CS,CS,ACT,28596
7540129.34,456603.6335,5590,MH,CS,CS,ACT,28818
7539739.979,456542.4544,5591,MH,CS,CS,ACT,28854
7552800.145,456541.457,5592,MH,CS,CS,ACT,28856
7536681.46,456367.3094,5593,MH,CS,CS,ACT,28979
7538629.794,456182.7497,5594,MH,CS,CS,ACT,29124
7554686.103,455828.9577,5595,MH,CS,CS,ACT,29387
7536612.908,455606.041,5596,MH,CS,CS,ACT,29581
7536319.976,455601.3737,5597,MH,CS,CS,ACT,29585
7536896.677,455551.6381,5598,MH,CS,CS,ACT,29614
7566281.351,455279.5154,5599,MH,CS,CS,ACT,29851
7548678.196,455100.9429,5602,FCMH,CS,CS,ACT,30018
7548439.033,455058.7277,5603,MH,CS,CS,ACT,30063
7544851.471,455052.5354,5604,MH,CS,CS,ACT,30067
7548660.628,455051.7041,5605,MH,CS,CS,ACT,30068
7536688.589,454777.5748,5607,WEIR,CS,CS,ACT,30272
7543288.627,454616.3612,5608,MH,CS,CS,ACT,30378
7550183.517,454467.8238,5609,MH,CS,CS,ACT,30491
7539720.945,454391.7976,5610,MH,CS,CS,ACT,30561
7533689.665,454244.2543,5611,MH,CS,CS,ACT,30753
7533650.58,454226.5052,5612,MH,CS,CS,ACT,30767
7534204.296,454224.769,5613,MH,CS,CS,ACT,30770
7535305.523,454171.4534,5614,MH,CS,CS,ACT,30825
7550404.086,454120.3648,5615,MH,CS,CS,ACT,30874
7547276.252,454058.688,5618,MH,CS,CS,ACT,30930
7535790.147,453970.9114,5619,MH,CS,CS,ACT,31027
7543447.428,453809.3812,5620,MH,CS,CS,ACT,31165
7546536.667,453723.9501,5621,MH,CS,CS,ACT,31289
7547887.441,453624.144,5623,FCMH,CS,CS,ACT,31400
7536061.246,453534.6473,5624,MH,CS,CS,ACT,31467
7548400.232,453238.7021,5625,FCMH,CS,CS,ACT,31777
7535278.618,453151.8901,5626,MH,CS,CS,ACT,31836
7551404.879,453104.8553,5627,MH,CS,CS,ACT,31866
7541433.376,453094.4902,5628,MH,CS,CS,ACT,31879
7543593.156,453008.6234,5629,MH,CS,CS,ACT,31942
7545263.875,452713.6335,5630,FCMH,CS,CS,ACT,32170
7539059.205,452473.2175,5631,FCMH,CS,CS,ACT,32314
7539870.594,452437.1234,5632,FCMH,CS,CS,ACT,32365
7563241.83,452381.914,5633,MH,CS,CS,ACT,32417
7540221.344,452299.0551,5634,MH,CS,CS,ACT,32471
7543708.093,452215.0899,5635,MH,CS,CS,ACT,32508
7544848.186,452206.148,5636,MH,CS,CS,ACT,32518
7543953.482,452195.2247,5637,MH,CS,CS,ACT,32535
7547900.913,452114.0492,5638,MH,CS,CS,ACT,32598
7563716.604,452037.1483,5639,FCMH,CS,CS,ACT,32642
7563125.806,463837.3655,5641,MH,CS,CS,ACT,23221
7533982.209,463823.2185,5642,MH,CS,CS,ACT,23241
7559299.044,463591.5719,5644,MH,CS,CS,ACT,23476
7551889.721,463550.7936,5646,MH,CS,CS,ACT,23535
7558309.033,463450.5837,5647,MH,CS,CS,ACT,23610
7551696.828,463431.9341,5648,MH,CS,CS,ACT,23634
7546526.976,463140.6729,5649,MH,CS,CS,ACT,23887
7551874.74,463014.7805,5650,MH,CS,CS,ACT,24001
7545593.732,462940.5299,5651,MH,CS,CS,ACT,24046
7550870.18,462777.062,5652,MH,CS,CS,ACT,24189
7535082.465,462683.3471,5653,MH,CS,CS,ACT,24280
7536158.663,462591.107,5654,MH,CS,CS,ACT,24388
7543173.442,462467.374,5655,MH,CS,CS,ACT,24504
7543038.522,462383.5305,5656,MH,CS,CS,ACT,24596
7536430.62,462039.9029,5657,MH,CS,CS,ACT,24919
7528207.203,462005.9039,5658,MH,CS,CS,ACT,24955
7535167.091,461802.3524,5659,MH,CS,CS,ACT,25169
7535150.618,461732.4964,5660,MH,CS,CS,ACT,25260
7537140.158,461578.4219,5661,MH,CS,CS,ACT,25407
7527025.263,461522.4491,5662,MH,CS,CS,ACT,25451
7543911.817,461351.8343,5663,MH,CS,CS,ACT,25600
7563343.932,461350.211,5664,FCMH,CS,CS,ACT,25602
7545623.872,461139.4209,5665,MH,CS,CS,ACT,25791
7545730.31,461097.3222,5666,MH,CS,CS,ACT,25824
7526443.309,461061.7497,5667,MH,CS,CS,ACT,25859
7547773.266,461023.2667,5668,MH,CS,CS,ACT,25888
7549117.148,460957.0751,5669,MH,CS,CS,ACT,25956
7548304.779,460941.4154,5670,MH,CS,CS,ACT,25974
7548399.228,460843.7753,5671,MH,CS,CS,ACT,26058
7545585.23,460710.7612,5673,MH,CS,CS,ACT,26132
7541294.159,460533.7936,5674,MH,CS,CS,ACT,26255
7539210.444,460396.687,5675,MH,CS,CS,ACT,26373
7546184.549,460382.1414,5676,MH,CS,CS,ACT,26391
7538412.094,460279.1519,5677,MH,CS,CS,ACT,26476
7539196.789,460097.8287,5679,MH,CS,CS,ACT,26605
7547696.5,460094.9498,5680,MH,CS,CS,ACT,26611
7539012.662,460092.3642,5681,MH,CS,CS,ACT,26614
7547693.464,460012.1785,5682,MH,CS,CS,ACT,26684
7551080.125,459982.5404,5683,MH,CS,CS,ACT,26703
7525493.397,459943.7329,5684,MH,CS,CS,ACT,26744
7564960.061,459846.4035,5685,MH,CS,CS,ACT,26811
7546295.172,459833.6102,5686,MH,CS,CS,ACT,26815
7553640.245,459382.8999,5687,MH,CS,CS,ACT,27087
7547719.753,458783.6932,5688,MH,CS,CS,ACT,27520
7557075.417,458280.9967,5689,MH,CS,CS,ACT,27860
7549052.399,471215.0203,5690,MH,CS,CS,ACT,18396
7546316.02,471072.4196,5691,MH,CS,CS,ACT,18468
7543370.431,471019.1227,5692,MH,CS,CS,ACT,18500
7550051.025,470824.3947,5693,MH,CS,CS,ACT,18584
7551768.926,470339.8737,5695,MH,CS,CS,ACT,18813
7551563.398,470321.372,5696,MH,CS,CS,ACT,18830
7541564.203,470241.1837,5697,MH,CS,CS,ACT,18871
7543685.33,470182.0348,5698,MH,CS,CS,ACT,18892
7551091.964,469984.5627,5699,MH,CS,CS,ACT,18986
7554795.819,469941.5069,5700,MH,CS,CS,ACT,19002
7549869.404,469870.9052,5701,MH,CS,CS,ACT,19065
7546786.086,469507.3793,5704,MH,CS,CS,ACT,19338
7551068.686,469389.5883,5705,MH,CS,CS,ACT,19405
7541184.259,469307.8287,5706,MH,CS,CS,ACT,19465
7543391.688,468801.2356,5707,MH,CS,CS,ACT,19800
7540825.259,468670.3599,5708,MH,CS,CS,ACT,19833
7543147.295,468489.0489,5709,MH,CS,CS,ACT,19946
7550726.529,468100.8428,5711,MH,CS,CS,ACT,20211
7542747.825,467770.313,5713,MH,CS,CS,ACT,20407
7547108.975,467628.6486,5714,MH,CS,CS,ACT,20517
7550875.97,467627.518,5715,MH,CS,CS,ACT,20519
7553219.38,467277.9055,5716,MH,CS,CS,ACT,20649
7555624.956,466986.1526,5717,MH,CS,CS,ACT,20798
7546728.162,466764.6237,5718,MH,CS,CS,ACT,20923
7554665.677,466659.0125,5719,MH,CS,CS,ACT,20991
7541887.75,466409.1647,5720,MH,CS,CS,ACT,21116
7541897.305,466384.2156,5721,MH,CS,CS,ACT,21137
7542192.331,466378.0879,5722,MH,CS,CS,ACT,21142
7565116.388,465871.0085,5723,MH,CS,CS,ACT,21482
7538966.982,465762.5151,5725,MH,CS,CS,ACT,21600
7564479.379,465569.9616,5726,FCMH,CS,CS,ACT,21697
7562242.743,465538.6598,5727,MH,CS,CS,ACT,21713
7538868.971,465497.0702,5728,MH,CS,CS,ACT,21738
7539031.114,465472.8376,5729,MH,CS,CS,ACT,21759
7561344.917,465304.7982,5730,MH,CS,CS,ACT,21889
7554933.151,464917.3688,5731,MH,CS,CS,ACT,22172
7565406.86,464819.5433,5732,MH,CS,CS,ACT,22237
7545642.361,464771.0499,5733,MH,CS,CS,ACT,22288
7546238.474,464460.5223,5734,MH,CS,CS,ACT,22575
7536606.296,464274.8944,5736,MH,CS,CS,ACT,22733
7543612.454,464128.4006,5737,MH,CS,CS,ACT,22851
7546621.385,464045.2644,5738,MH,CS,CS,ACT,22988
7553179.376,475550.6801,5740,MH,CS,CS,ACT,14415
7545709.697,475546.9606,5741,MH,CS,CS,ACT,14438
7544785.246,475509.3127,5742,MH,CS,CS,ACT,14499
7546070.613,475474.4692,5743,MH,CS,CS,ACT,14537
7543867.237,475377.8885,5744,MH,CS,CS,ACT,14667
7545102.009,475327.522,5745,MH,CS,CS,ACT,14731
7565208.802,475202.2651,5746,MH,CS,CS,ACT,14906
7546571.619,475201.1037,5747,MH,CS,CS,ACT,14908
7561711.281,475122.8999,5748,MH,CS,CS,ACT,14996
7535385.849,475081.9931,5749,MH,CS,CS,ACT,15042
7533448.238,475058.7605,5750,FCMH,CS,CS,ACT,15075
7535900.466,475057.2799,5751,FCMH,CS,CS,ACT,15079
7557032.28,475051.7956,5752,MH,CS,CS,ACT,15090
7545959.722,475050.0102,5753,MH,CS,CS,ACT,15093
7532687.597,475012.7254,5754,MH,CS,CS,ACT,15143
7532563.026,474907.7713,5755,MH,CS,CS,ACT,15336
7546453.839,474894.501,5756,MH,CS,CS,ACT,15364
7548455.006,474869.7444,5757,MH,CS,CS,ACT,15395
7557025.108,474844.1493,5758,MH,CS,CS,ACT,15433
7564815.217,474809.564,5759,MH,CS,CS,ACT,15482
7546652.054,474768.4206,5760,MH,CS,CS,ACT,15540
7538422.677,474702.8606,5761,MH,CS,CS,ACT,15617
7548342.669,474580.2123,5762,MH,CS,CS,ACT,15771
7539116.18,474402.5092,5763,MH,CS,CS,ACT,15972
7531329.51,474400.8107,5764,MH,CS,CS,ACT,15975
7552874.285,474280.1962,5765,MH,CS,CS,ACT,16116
7532082.77,474175.5899,5766,MH,CS,CS,ACT,16280
7535910.829,474171.5604,5767,MH,CS,CS,ACT,16287
7544001.815,474118.3379,5768,MH,CS,CS,ACT,16393
7538804.667,474090.4954,5769,MH,CS,CS,ACT,16433
7551870.484,473659.6142,5770,MH,CS,CS,ACT,16856
7543631.34,473347.2635,5771,MH,CS,CS,ACT,17076
7556681.971,473171.8691,5772,MH,CS,CS,ACT,17184
7547781.743,473169.1198,5773,MH,CS,CS,ACT,17188
7556236.085,472962.6056,5774,MH,CS,CS,ACT,17292
7556973.625,472532.4314,5775,MH,CS,CS,ACT,17547
7551532.128,472405.0161,5777,MH,CS,CS,ACT,17616
7552389.991,472111.793,5778,MH,CS,CS,ACT,17791
7544855.218,472075.1906,5779,MH,CS,CS,ACT,17801
7543878.992,472052.3934,5780,MH,CS,CS,ACT,17820
7544835.597,472028.4236,5781,MH,CS,CS,ACT,17840
7549190.055,472007.7047,5782,MH,CS,CS,ACT,17852
7544296.259,471981.2037,5783,MH,CS,CS,ACT,17866
7556186.288,471820.2293,5784,MH,CS,CS,ACT,17986
7551703.193,471462.833,5786,MH,CS,CS,ACT,18253
7550944.723,471322.7234,5788,MH,CS,CS,ACT,18331
7537772.624,477665.4823,5789,MH,CS,CS,ACT,11178
7550030.931,477659.5627,5790,MH,CS,CS,ACT,11187
7541297.974,477627.1086,5791,MH,CS,CS,ACT,11237
7550528.777,477609.2096,5792,MH,CS,CS,ACT,11260
7530403.066,477501.792,5793,MH,CS,CS,ACT,11409
7561566.352,477500.6362,5794,MH,CS,CS,ACT,11413
7541365.054,477469.0062,5795,MH,CS,CS,ACT,11456
7538691.318,477429.8832,5797,MH,CS,CS,ACT,11505
7541934.268,477403.418,5798,MH,CS,CS,ACT,11550
7537612.41,477370.2933,5800,MH,CS,CS,ACT,11615
7553874.137,477202.21,5801,MH,CS,CS,ACT,11906
7554133.517,477176.4472,5802,MH,CS,CS,ACT,11957
7551530.59,477170.3642,5803,MH,CS,CS,ACT,11967
7544878.644,477165.563,5804,MH,CS,CS,ACT,11979
7544903.774,477153.6191,5805,MH,CS,CS,ACT,11997
7548782.119,477100.0466,5807,MH,CS,CS,ACT,12076
7548024.725,476957.9879,5808,MH,CS,CS,ACT,12241
7543590.96,476933.3734,5809,MH,CS,CS,ACT,12276
7543664.478,476901.5463,5810,MH,CS,CS,ACT,12329
7563132.939,476875.5259,5811,MH,CS,CS,ACT,12366
7561800.059,476676.2756,5812,MH,CS,CS,ACT,12632
7542503.713,476654.0404,5813,MH,CS,CS,ACT,12677
7545422.237,476652.5725,5814,MH,CS,CS,ACT,12684
7564295.402,476648.8816,5815,MH,CS,CS,ACT,12688
7544715.989,476622.335,5816,MH,CS,CS,ACT,12733
7549716.686,476603.5331,5817,MH,CS,CS,ACT,12767
7538073.874,476372.1535,5818,MH,CS,CS,ACT,13131
7537040.942,476326.4537,5819,MH,CS,CS,ACT,13191
7561797.634,476302.3963,5820,MH,CS,CS,ACT,13231
7538106.669,476283.0554,5821,MH,CS,CS,ACT,13274
7544266.811,476207.7854,5822,MH,CS,CS,ACT,13380
7557185.757,476207.8465,5823,MH,CS,CS,ACT,13385
7560478.819,476185.9318,5824,MH,CS,CS,ACT,13413
7544260.368,476154.2133,5825,MH,CS,CS,ACT,13480
7544375.725,476134.2388,5826,MH,CS,CS,ACT,13535
7539601.905,476115.3753,5827,MH,CS,CS,ACT,13582
7561766.908,476096.2221,5828,MH,CS,CS,ACT,13605
7534211.408,476012.3957,5829,MH,CS,CS,ACT,13734
7545862.025,476003.7034,5830,MH,CS,CS,ACT,13746
7547711.486,475690.2493,5831,MH,CS,CS,ACT,14172
7555909.765,475643.6575,5832,MH,CS,CS,ACT,14242
7534479.031,475628.2602,5833,MH,CS,CS,ACT,14271
7557011.179,475598.8865,5834,MH,CS,CS,ACT,14333
7557059.834,475597.6063,5835,MH,CS,CS,ACT,14336
7545668.066,475563.2782,5836,MH,CS,CS,ACT,14392
7548334.039,481418.7543,5837,MH,CS,CS,ACT,6555
7550890.217,481381.8488,5838,MH,CS,CS,ACT,6599
7534491.271,481302.7385,5839,MH,CS,CS,ACT,6694
7550604.567,481113.0994,5840,MH,CS,CS,ACT,6887
7532208.246,480855.9839,5841,FCMH,CS,CS,ACT,7150
7536170.038,480665.8071,5842,MH,CS,CS,ACT,7366
7547303.503,480513.5325,5843,MH,CS,CS,ACT,7493
7549911.214,480428.6847,5844,MH,CS,CS,ACT,7554
7557451.89,480413.7539,5845,MH,CS,CS,ACT,7574
7546117.247,480234.6654,5846,MH,CS,CS,ACT,7790
7535657.239,480221.1588,5847,MH,CS,CS,ACT,7809
7536003.441,480199.8494,5848,MH,CS,CS,ACT,7832
7554125.11,480120.1755,5849,MH,CS,CS,ACT,7916
7550692.5,480102.5837,5850,MH,CS,CS,ACT,7945
7547502.235,480071.1506,5851,MH,CS,CS,ACT,7983
7549957.249,480025.9816,5852,MH,CS,CS,ACT,8036
7550586.173,479863.0738,5853,MH,CS,CS,ACT,8167
7532927.603,479849.2008,5854,MH,CS,CS,ACT,8178
7561366.314,479774.5597,5855,MH,CS,CS,ACT,8252
7554108.443,479745.4941,5856,MH,CS,CS,ACT,8272
7547376.189,479741.8156,5857,MH,CS,CS,ACT,8274
7551928.9,479706.5702,5858,MH,CS,CS,ACT,8315
7539340.218,479522.7395,5859,MH,CS,CS,ACT,8591
7535595.81,479421.4347,5861,MH,CS,CS,ACT,8701
7554096.17,479416.1348,5862,MH,CS,CS,ACT,8706
7531729.99,479387.3829,5863,FCMH,CS,CS,ACT,8742
7536871.072,479217.0591,5864,MH,CS,CS,ACT,9035
7537774.021,479196.4941,5865,MH,CS,CS,ACT,9074
7541264.254,479045.0922,5866,MH,CS,CS,ACT,9341
7555848.643,479012.2713,5867,MH,CS,CS,ACT,9391
7546849.492,478898.6437,5868,MH,CS,CS,ACT,9514
7532310.464,478851.0154,5869,MH,CS,CS,ACT,9571
7546974.612,478712.7595,5870,MH,CS,CS,ACT,9748
7541633.633,478545.3225,5871,MH,CS,CS,ACT,9915
7548112.198,478487.4636,5872,MH,CS,CS,ACT,9990
7548761.984,478486.6831,5873,MH,CS,CS,ACT,9991
7538197.914,478444.625,5874,MH,CS,CS,ACT,10034
7540564.003,478367.9022,5875,MH,CS,CS,ACT,10160
